clean_text,sentiment,brand_target,Brand_Parent,Word_Count,Is_Mobile,Crisis_Priority
cameron sinclair spearhead japan disaster relief sxsw via twitter iphone link socialmedia philanthropy,Neutral,Apple,Apple,13,1,Normal
cameron sinclair spearhead japan disaster relief sxsw via twitter iphone link sxswjp archforhumanity,Neutral,Apple,Apple,13,1,Normal
sxsw find love sxswi link itunes,Neutral,Apple,Apple,6,0,Normal
longest line sxsw apple store course link,Neutral,Apple,Apple,7,1,Normal
wait line sxsw apple store ipad,Positive,iPad,Apple,6,1,Normal
line temp sq ft apple store new ipad austin sxsw,Neutral,Apple,Apple,10,1,Normal
still line sxsw ipad factory link,Neutral,Apple,Apple,6,1,Normal
omg line ipadto austin apple store long alot sxsw badge link,Neutral,Apple,Apple,11,1,Normal
sxsw line outside apple pop store sixth congress,Neutral,Apple,Apple,8,1,Normal
yoyou line people dull get iphone talk person next yoyou sxsw,Neutral,Apple,Apple,11,1,Normal
line start pop store sxsw ipad link,Neutral,Apple,Apple,7,1,Normal
mad mad line still sxsw apple pop store austin ipadto,Negative,Apple,Apple,10,1,Medium (Monitor)
block lineup ipad sxsw,Neutral,Apple,Apple,4,1,Normal
geek influence hit new high yesterday apple opened popup store sxsw sale ipad link,Positive,Apple,Apple,14,1,Normal
im watching designing ipad interface new navigation schema sxsw uxdes,Neutral,Apple,Apple,10,1,Normal
foodspotting iphone app success sxsw finding food yoyou crave link,Positive,iPad or iPhone App,Apple,10,1,Normal
spearheading japan disaster relief sxsw via twitter iphone socialgood philanthropy link,Neutral,Apple,Apple,11,1,Normal
good morning sxsw corner starbucks smearing banana iphone like retarded ape evening,Neutral,Apple,Apple,12,1,Normal
transferring bunch music new iphone sxsw,Neutral,Apple,Apple,6,1,Normal
cnn demo tv everywhere iphone app html adaptive bitrate streaming sxsw,Neutral,Apple,Apple,11,1,Normal
im spotting lot ipad wild sxsw started selling pm yesterday,Neutral,Apple,Apple,10,1,Normal
afraid sxsw would make yoyou miss buying new ipad worry apple opening pop shop link,Neutral,Apple,Apple,15,1,Normal
morning sxsw resurgence print design ipad design boomer nyt grid layout also gatorade vom,Neutral,Apple,Apple,14,1,Normal
line forming popup apple store sign apple yet sxsw link,Neutral,Apple,Apple,10,1,Normal
giving away dual compatible juice pack air iphone first come first serve front hall winning sxsw,Neutral,Apple,Apple,16,1,Normal
giving away shiny ipad sxsw quotables simply sign entered automatically link ipadto sxsw,Positive,Apple,Apple,13,1,Normal
good morning everybody ipad take sxsw video link via mashable apple,Positive,iPad,Apple,11,1,Normal
line moving fast rt seen two impressive line since im sxsw one apple store party,Neutral,Apple,Apple,15,1,Normal
volunteering sxsw lot boring expected thumb already getting tired extreme iphone usage,Positive,Apple,Apple,12,1,Normal
typing day ipad finger feel seriously weird real keyboard sxsw uselessobservations,Neutral,Apple,Apple,11,1,Normal
line waiting new apple store open open day ipadto sale sxsw null,Neutral,Apple,Apple,12,1,Normal
good morning sxsw standing line ipad today still ipad sale gb wifi fb,Neutral,Apple,Apple,13,1,Normal
nice fun rt sxsw thirsty gadget using charge anywhere iphone happy share juice,Neutral,Apple,Apple,13,1,Normal
google going circle sn rt launching product sxsw plenty else link,Neutral,Google,Google,11,0,Normal
designing ipad interface new navigation schema sxsw link sxsw uxdes,Neutral,Apple,Apple,10,1,Normal
mayer making clear google going straight foursquare gowalla google hotpot sxsw,Neutral,Google,Google,11,0,Normal
bored keynote sxsw ipad link,Positive,iPad,Apple,5,1,Normal
im debuting new iphone droid app sxsw next year make phone waterproof light cigarette,Positive,iPhone,Apple,14,1,Normal
sxsw adding schedule android sxsw go app handy,Positive,Android App,Google,8,1,Normal
going sxsw today share photo video ireport link cnn iphone app,Neutral,Apple,Apple,11,1,Normal
google using starry night demo streetviewlike art project like theyre inside brain sxsw,Positive,Other Google product or service,Google,13,0,Normal
im thinking may actually take laptop sxsw ipad alone may enough trip,Negative,iPad,Apple,12,1,Medium (Monitor)
amazing apple popup austin store executed quickly week link via sxsw,Positive,Apple,Apple,11,1,Normal
reading coverage apple popup shop sxsw takeaway one figure outagree punctuate popup shop,Neutral,Apple,Apple,13,1,Normal
im sporting new iosiphone get install time ever sq sxsw,Positive,iPad or iPhone App,Apple,10,1,Normal
going first sport new ipadto sxsw apple opened pop store right convention,Neutral,Apple,Apple,12,1,Normal
team heading big boi show thanks crew rt find owl free tattoo link sxsw,Neutral,,Other,14,0,Normal
stop killing tree rt new post business card dead send card via hashable sxsw link,Neutral,,Other,15,0,Normal
cop playing w ipad closed apple store austin congress st sxsw link,Neutral,Apple,Apple,12,1,Normal
playing w window phone sxswthe animation better iphone look interesting,Negative,Apple,Apple,10,1,Medium (Monitor)
good morning sxsw talking abt twitter according ipad design geogames design headache,Neutral,Apple,Apple,12,1,Normal
come singapore roar party th street link sgroars sxswi sxsw,Neutral,,Other,10,0,Normal
come singapore roar party th street link sgroars sxswi sxsw sgrocks,Neutral,,Other,11,0,Normal
ok definitely need ipad sxsw gadgetenvy,Positive,iPad,Apple,6,1,Normal
tried initiate carpooling ridonkulous taxi line geek silent bet everyone would iphone app sxsw,Neutral,Apple,Apple,14,1,Normal
link think get bos buy new ipads weekend sxsw,Neutral,Apple,Apple,9,1,Normal
wow think im person sxsw go buy new ipad yesterday new one thin,Positive,iPad,Apple,13,1,Normal
yoyou think sucessful google possibly launching new social network sxsw link,Neutral,Google,Google,11,0,Normal
added linkedin hootsuite mobile sxsw update iphone blackberry android link,Neutral,Apple,Apple,10,1,Normal
brain zombie content google cannot get enough sxsw contentrules,Positive,Google,Google,9,0,Normal
groupme win best group messaging app sxswi link fastsociety iphone iphone sxsw texasevery,Positive,iPad or iPhone App,Apple,13,1,Normal
sxsw begin wan add panel hyperactivity distractionive used ipad iphone bb multiple time last min workinprogress,Neutral,Apple,Apple,16,1,Normal
link coinsidence sound like good strategy wish could go sxsw,Positive,,Other,10,0,Normal
instagram iphone moment mister cool different get evo suck sxsw,Negative,iPhone,Apple,10,1,Medium (Monitor)
good point rt love sxsw apple come cool technology go conference,Positive,Apple,Apple,11,1,Normal
fun interactive map google party link sxsw,Positive,Google,Google,7,0,Normal
laughing interesting next platform flipboard iphone team started working sxsw,Positive,iPhone,Apple,10,1,Normal
hmm ipad interface talk ux research hmm like sound politics behind html sxsw,Positive,iPad,Apple,13,1,Normal
interviewed sxsw far cat totally agree ur comms apple brand love word,Positive,Apple,Apple,12,1,Normal
ran apparently tell bizzy android app remedied sxsw cc,Positive,Android App,Google,9,1,Normal
settling first sxsw session battledecks missed last year would perfect time hollergram ipad app,Positive,iPad or iPhone App,Apple,14,1,Normal
intro iphone verizon change drama sxsw mobile service somebody need capture stats checkinfrenzy scaletest,Neutral,Apple,Apple,14,1,Normal
via apple set open temp store downtown austin sxsw link ipadto,Neutral,Apple,Apple,11,1,Normal
hey ive got another gem yoyou free sxsw link sxsw,Neutral,,Other,10,0,Normal
party without doubt best party ive ever sxsw well done,Neutral,,Other,10,0,Normal
future contextual discovery nice way articulating intersection social mobile search sxsw,Neutral,,Other,11,1,Normal
presentation touchingstories zinio online link sxsw,Neutral,,Other,6,0,Normal
mt agency push google direction never would gone say creative lab strategy director sxsw,Positive,Google,Google,14,0,Normal
ami sampler live itunes time cmw sxsw check link musicindustry usa,Neutral,Apple,Apple,11,0,Normal
hey ask dennis ipad app sxsw checkins,Neutral,Apple,Apple,7,1,Normal
booth ready sxsw tradeshow tmr android party,Positive,Android,Google,7,1,Normal
hey cool iphone case zazzlesxsw sxsw sxswi fastcompanygrill link,Positive,iPhone,Apple,9,1,Normal
hey yoyou iphone wed love turn art iphone case let u know zazzlesxsw sxsw,Positive,iPhone,Apple,14,1,Normal
new iphoneandroid service fee booyah sxsw gitchococktailon,Positive,Android,Google,7,1,Normal
ipad session full loved energy formation hyatt hall way overflow session rebeltv sxsw,Positive,iPad,Apple,13,1,Normal
rt going sxsw checkin wfriends youre austin wthese locationbased apps link lb,Neutral,,Other,12,1,Normal
rt google launch major new social network called circle possibly today link sxsw,Neutral,Google,Google,13,0,Normal
via google launch major new social network called circle possibly today link sxsw,Neutral,Google,Google,13,0,Normal
hey got invited new group sxsw android app keep crashing try join wtf sxswfail,Negative,Android App,Google,14,1,High (Alert)
hey great sf coffee link link nice meet yoyou sxsw,Neutral,,Other,10,0,Normal
hey heard youre sxsw come grille make comic iphone case yoyou say,Neutral,Apple,Apple,12,1,Normal
rt hoot new blog post hootsuite mobile sxsw update iphone blackberry android link,Neutral,Apple,Apple,13,1,Normal
hey yoyou design image onto iphone casewhat would might surprise yoyou sxsw,Neutral,Apple,Apple,12,1,Normal
iphone app unreal clicked location leanstartup person tell still seat sxsw,Positive,iPad or iPhone App,Apple,11,1,Normal
fyi working iphone app looking release summer hopefully sxsw flipboard,Positive,Apple,Apple,10,1,Normal
effectively kill rd party developer base link sxsw ismparty,Neutral,,Other,9,0,Normal
rt online first ipad wild sxsw link,Positive,iPad,Apple,7,1,Normal
monetization access fire hose tweet individual business deal google yahoo microsoft smaroi sxsw donline,Neutral,Google,Google,14,0,Normal
last session sxsw html rep google m opera mozilla,Neutral,Google,Google,9,0,Normal
open tech talk apple store whore pc right crowd dig carrie sxsw,Neutral,Apple,Apple,12,1,Normal
cc rt new ubersocial iphone app store includes uberguide sxsw link,Neutral,Apple,Apple,11,1,Normal
rt rt traveling sxsw ipad,Neutral,Apple,Apple,5,1,Normal
rt rt traveling sxsw ipad via,Neutral,Apple,Apple,6,1,Normal
tuh rt new ubersocial iphone app store includes uberguide sxsw sponsored link,Neutral,Apple,Apple,12,1,Normal
vip apple store sxsw nerdheaven,Positive,Apple,Apple,5,1,Normal
rt news sxswi apple temporary ipad store sxsw wth yes think ultimate offsite trade show booth,Neutral,Apple,Apple,16,1,Normal
registration android market approved lmndst sxsw startupbus,Positive,Google,Google,7,1,Normal
last session today left brain search google right brain search x sxsw bettersearch,Neutral,Google,Google,13,0,Normal
hey twitter need way u disaster area filter thing like sxsw ipad right really care,Negative,iPad,Apple,15,1,Medium (Monitor)
hey grill yoyou come yoyou create customizable iphone case tweet sxsw,Positive,Apple,Apple,11,1,Normal
hey roll tractor trailer full ipads sxsw bet yoyou would sell entire inventory justsaying,Positive,iPad,Apple,14,1,Normal
rt million mobile user google map google map usage mobile device map sxsw,Neutral,Google,Google,13,1,Normal
rt woman plane next nook blackberry curve android ipad purse sxsw,Neutral,Apple,Apple,11,1,Normal
hey youre lakers fan youre sxsw yoyou think lakers iphone case zazzlesxsw,Neutral,Apple,Apple,12,1,Normal
hey app download android app market head sxsw,Negative,Android App,Google,8,1,Medium (Monitor)
good session rt year time saved every day people qho use google map route around feature sxsw,Positive,Google,Google,17,0,Normal
use questionanswer askreceive kind model ipad app design give take entice ask tapworthy sxsw,Neutral,Apple,Apple,14,1,Normal
best session ive seen far sxsw morning music ixd designing ipad interface winning,Positive,Apple,Apple,13,1,Normal
domo io android got released domo tonchidot boom sxsw,Positive,Android App,Google,9,1,Normal
getting hip new android apps preparation hangover also known sxsw apps rock sock,Positive,Android App,Google,13,1,Normal
packing ipad android phone fly uk austin tx sxsw especially interested health track sxswi sxswh hcsm hcsmeu,Neutral,Apple,Apple,17,1,Normal
ipad apple fanboy line sxsw th congress drinking wearing corporatewhore dmad,Neutral,Apple,Apple,11,1,Normal
zomg ipad p rt look everyone zomg got ipad first day sxsw link,Positive,iPad,Apple,13,1,Normal
win free ipad webdoccom sxsw rt,Neutral,Apple,Apple,6,1,Normal
win free ipad webdoccom sxsw rt,Neutral,Apple,Apple,6,1,Normal
win free ipad webdoccom sxsw rt,Neutral,Apple,Apple,6,1,Normal
win free ipad webdoccom sxsw rt,Neutral,Apple,Apple,6,1,Normal
git yer ipad even begin apple winssxsw link via,Positive,Apple,Apple,9,1,Normal
line ipad longer today yesterday sxsw fb,Neutral,Apple,Apple,7,1,Normal
guy ipad taking photo slide awkward sxsw,Negative,iPad,Apple,7,1,Medium (Monitor)
heart ipad link sxsw,Positive,iPad,Apple,4,1,Normal
ipad app getting panned design trumping content rightfully sxsw,Negative,iPad or iPhone App,Apple,9,1,Medium (Monitor)
ipad sxsw nah im lying bought shit link,Neutral,Apple,Apple,8,1,Normal
left ipad back hotelonly one blackberry bigmistake sxsw,Neutral,Apple,Apple,8,1,Normal
using ipad set list sxsw band,Positive,iPad,Apple,6,1,Normal
using ipad set list sxsw band,Positive,iPad,Apple,6,1,Normal
said ipad photo apple store sxsw,Neutral,Apple,Apple,6,1,Normal
apple ipad popup shop sxsw link,Neutral,Apple,Apple,6,1,Normal
said ipad apple store sxsw photo link,Neutral,Apple,Apple,7,1,Normal
ipad rt decision lug laptop sxsw feel like im missing right arm left arm since im southpaw,Positive,iPad,Apple,17,1,Normal
line ipadto temporary apple store th congress sxsw link,Neutral,Apple,Apple,9,1,Normal
many ipadto yoyou think apple could sell sxsw attendee set popup store convention center sxsw,Positive,Apple,Apple,15,1,Normal
line ipads sxsw look bad waited hour iphone,Positive,iPad,Apple,8,1,Normal
line ipads sxsw look bad waited hour iphone link,Neutral,Apple,Apple,9,1,Normal
iphone android sxsw,Neutral,Apple,Apple,3,1,Normal
iphone app awesome lineup amazing really looking forward hanging yoyou guy sxsw,Positive,iPad or iPhone App,Apple,12,1,Normal
iphone app leading pack android blue user growing sxswmobileapps sxsw link,Positive,iPad or iPhone App,Apple,11,1,Normal
breaking iphone news chris sacca tweet fake sxsw beta invite follower swarm ensues link,Neutral,Apple,Apple,14,1,Normal
get iphone photography app ready sxsw watch demo make yoyou everyone else photo link,Neutral,Apple,Apple,14,1,Normal
sxsw iphone screen,Neutral,Apple,Apple,3,1,Normal
fuck iphone rt new ubersocial iphone app store includes uberguide sxsw link,Negative,iPhone,Apple,12,1,Medium (Monitor)
awesome iphones etc att wifi frozen sxsw tmobile teathering android gto work like charm,Positive,Android,Google,14,1,Normal
chip chip chip appears official meal sxsw ive lived day ton miller light iphone apps,Neutral,Apple,Apple,15,1,Normal
google circle search engine social network released soon sxsw seem think blog link socialmedia,Neutral,Google,Google,14,0,Normal
google circle crop circle anatomy sxsw rumor link,Neutral,Google,Google,8,0,Normal
inspiring heart session iphone app design far thanks sxsw,Positive,iPad or iPhone App,Apple,9,1,Normal
inspiring story coming sxsw rt gave ipad money japan relief need ipad,Neutral,Apple,Apple,12,1,Normal
akqa hiring find front designing ipad interface new navigation schema ballroom sxsw,Neutral,Apple,Apple,12,1,Normal
c first cut link code valid infektd sxsw cvdc,Neutral,,Other,9,0,Normal
ha first guy line ipadto sxsw popup apple store event planner eventprofs,Neutral,Apple,Apple,12,1,Normal
hoping photobooth make google gsdm industry party monday night sxsw,Neutral,Google,Google,10,0,Normal
android app known battery killer sxsw,Neutral,Google,Google,6,1,Normal
talk mistake made building netflix iphone sxsw netflixiphone,Negative,iPad or iPhone App,Apple,8,1,Medium (Monitor)
line already forming temp austin apple storeand open sxsw insanity,Neutral,Apple,Apple,10,1,Normal
outoftown douchebag selling new ipad sticker price link sxsw,Neutral,Apple,Apple,9,1,Normal
go get app fast rt new ubersocial iphone app store includes uberguide sxsw,Positive,iPad or iPhone App,Apple,13,1,Normal
sxsw go available platform iphone ipad android window phone blackberry download link,Neutral,Apple,Apple,12,1,Normal
sxsw cool strike conversation bloke happens work guardian hour later link,Neutral,,Other,11,1,Normal
currently sxsw learning stuff ipad design would seem link,Neutral,Apple,Apple,9,1,Normal
else excited sxsw possibility google circle anybody austin give u update goog,Positive,Other Google product or service,Google,12,0,Normal
industry party presented gsdm google austin tx sxsw,Neutral,Google,Google,8,0,Normal
link insane even reason go sxsw sxsw appletogo,Positive,Apple,Apple,8,1,Normal
bad news cost rt louis vuitton iphone app called amble digitalluxury sxsw,Negative,Apple,Apple,12,1,Medium (Monitor)
z link code valid infektd sxsw zlf,Neutral,,Other,7,0,Normal
quantter launching iphone app soon participating launchrock comp sxsw link,Neutral,Apple,Apple,10,1,Normal
looking lot better iphone good see occasional tweet sxsw,Positive,iPhone,Apple,9,1,Normal
row morning two people hand writing note one person blackberry pc proof apple monopoly sxsw,Negative,Apple,Apple,15,1,Medium (Monitor)
favorite iphone app momentit make feel creative im planning using sxsw link,Positive,iPad or iPhone App,Apple,12,1,Normal
discovr available iphone thanks sxsw,Positive,iPad or iPhone App,Apple,5,1,Normal
ipad available online ordering go get ur sxsw,Positive,iPad,Apple,8,1,Normal
geek charlie sheen goddess google sxsw via,Neutral,Google,Google,7,0,Normal
kid ready sxsw backpack ipad one need come mommy let go austin,Positive,iPad,Apple,12,1,Normal
right next sxsw trade show floor link,Neutral,,Other,7,0,Normal
setting team android event sxsw,Neutral,Google,Google,5,1,Normal
thinking still good though rt google yoyou tweet new think yoyou speak belinsky sxsw via,Neutral,Google,Google,15,0,Normal
talking mobile phone google earth fb empowering people fight back middle east dictator sxsw,Positive,Google,Google,14,1,Normal
google circle rumour say launching product sxsw,Neutral,Google,Google,7,0,Normal
u google launch major new social network called circle possibly today link sxsw,Neutral,Google,Google,13,0,Normal
ipad device moment wireless power next essential technology api king sxsw,Positive,iPad,Apple,11,1,Normal
long line sxsw apple store downtown,Neutral,Apple,Apple,6,1,Normal
long line apple store sxsw,Neutral,Apple,Apple,5,1,Normal
already line ipad arrived sxsw,Neutral,Apple,Apple,5,1,Normal
temporary apple store setup sxsw,Neutral,Apple,Apple,5,1,Normal
cool apple opening temporary store ipadto launch sxsw link,Positive,Apple,Apple,9,1,Normal
working tabletipad app demo yet excited sxsw sxswmobileapps accesssxsw,Positive,iPad or iPhone App,Apple,9,1,Normal
loving hello holler gram ipad link via sxsw,Positive,iPad or iPhone App,Apple,8,1,Normal
notsurprised lot geosocial news today w sxsw beginning google fire shot foursquare check reward link,Neutral,Google,Google,15,0,Normal
im surprised local news austin mentioned traffic implication apple popup store launch today sxsw,Neutral,Apple,Apple,14,1,Normal
many publisher ipad content enhancement like th worst david foster wallace footnote kinda interesting mostly irrelevant sxsw,Negative,iPad or iPhone App,Apple,17,1,High (Alert)
fiendishly clever pop apple store selling ipad tos sxsw apple store sxsw link photo,Positive,iPad,Apple,14,1,Normal
iphone crisis sxsw phone stuck silver logo screen last minute help,Negative,iPhone,Apple,11,1,Medium (Monitor)
playing risk ipad microsoft booth rep talk bbc reporter kinect transdevice connectivity sxsw,Neutral,Apple,Apple,13,1,Normal
yoyou miss google vp search marissa mayer last week listen interview link sxsw,Neutral,Google,Google,13,0,Normal
loved marissa mayer answer question favorite google product another amy ice cream ref swiss watch sxsw,Neutral,Google,Google,16,0,Normal
sxsw missed marissa mayer yesterday presentation available anywhere sure streamed,Neutral,,Other,10,0,Normal
must resist buying ipadto sxsw really want notionink adam instead apple store launch sxsw,Positive,iPad,Apple,14,1,Normal
someone mistakenly walked ipad pepsicostage screen look like sxsw link,Neutral,Apple,Apple,10,1,Normal
sxsw mistake made building netflix iphone plus see source code link,Neutral,Apple,Apple,11,1,Normal
sxsw twit geekbeat free idea hooded snuggie tummy pocket ipad facing yoyou look like teletubbie im old,Neutral,Apple,Apple,17,1,Normal
exhibit hall open sxsw visit emc chance win ipad,Positive,iPad,Apple,9,1,Normal
id love google said yoyou want know sxsw,Neutral,Google,Google,8,0,Normal
made press room got swag registered ipad hopefully get meet mike tyson sxsw,Neutral,Apple,Apple,13,1,Normal
yoyou know sxsw season app update whenever yoyou open iphone app store,Neutral,Apple,Apple,12,1,Normal
good question brand answer probably except apple coursemaybe netflix sxsw,Positive,Apple,Apple,10,1,Normal
made sense financially would rt android v iphone sxsw side yoyou,Neutral,Apple,Apple,11,1,Normal
sound like yoyou hired apple pitch product sxsw,Neutral,Apple,Apple,8,1,Normal
gotta admit apple popup shop thing sxsw pretty brilliant someone aapl know theyre,Positive,Apple,Apple,13,1,Normal
cant wait give samsung people demo horrible terrible google nexus phone sxsw,Negative,Google,Google,12,1,High (Alert)
pull website iphone awesome glad wasted time festivalgenius notsomuch sxsw,Negative,iPhone,Apple,10,1,Medium (Monitor)
yoyou said even better iphone wverizon revenge yr ridicule rt glad verizon customer sxsw,Positive,iPhone,Apple,14,1,Normal
unlisted apple store suddenly appears corner th congress apple ipad sxsw link,Positive,Apple,Apple,12,1,Normal
actually true apple opening temporary store downtown austin sxsw ipadto launch link,Neutral,Apple,Apple,12,1,Normal
yoyou know bad yoyou unrsvp seeuse calendar iphone sxsw fml,Negative,Apple,Apple,10,1,Medium (Monitor)
crazy loving never seen many apple product thick rimmed glass one place sxsw,Positive,Apple,Apple,13,1,Normal
next step google becoming skynet sxsw,Negative,Google,Google,6,0,Medium (Monitor)
sxsw digital innovator new rock star like awesome talk insight future musicconnex,Neutral,,Other,12,0,Normal
excited sxsw giddy announce music withme android available android market link,Positive,Android App,Google,11,1,Normal
think literally everyone iphone guy dropped iphone foot sxsw,Neutral,Apple,Apple,9,1,Normal
playing link new service rolled sxsw web iphone version android webos,Neutral,Apple,Apple,11,1,Normal
hanging checking awesome new iphone app ask around sxsw six lounge w others link,Positive,iPad or iPhone App,Apple,14,1,Normal
hanging last night sxsw party blast,Neutral,,Other,6,0,Normal
line rob apple ipadto sxsw,Neutral,Apple,Apple,5,1,Normal
qa bing google let game begin qagb sxsw,Neutral,Google,Google,8,0,Normal
finally picture rt apple open popup shop sxsw report link sxsw,Neutral,Apple,Apple,11,1,Normal
qa google bing website ranking sxsw rockstar panel lineup,Neutral,Google,Google,9,0,Normal
qa google bing ranking sxsw session mon topm link,Neutral,Google,Google,9,0,Normal
playing fave new iphone app wow rock sxsw next week,Positive,iPad or iPhone App,Apple,10,1,Normal
dancing google party ai truth need girl joint sxsw link,Positive,Google,Google,10,0,Normal
keep new japan quake iphone sxsw nhk world tv live link,Positive,iPhone,Apple,11,1,Normal
filming ipad much cooler lame iphone sxsw live show link,Positive,iPad,Apple,10,1,Normal
playing ipad black white sxsw link,Positive,iPad,Apple,6,1,Normal
one day without shoe thoms shoe new app iphone android link sxsw,Neutral,Apple,Apple,12,1,Normal
mayer admits google need consolidate product namely latitude hotpot feature product sxsw,Neutral,Google,Google,12,0,Normal
mayer admits google need step onetoone customer service would set amazing precedent sxsw fh,Positive,Google,Google,14,0,Normal
maybe little excited seeing bearcreatures iphone v evo video er priority sxsw,Positive,iPhone,Apple,12,1,Normal
lax security question suitcase packed entirely energy drink apple wire sxsw blowingup,Neutral,Apple,Apple,12,1,Normal
productivity lost hookup put ipad screen busy sxsw,Neutral,Apple,Apple,8,1,Normal
exclusive apple ipad review still better rest link bnet biz ipadto apple sxsw ipad,Positive,iPad,Apple,14,1,Normal
would give apple stock like slim link sxsw,Positive,Apple,Apple,8,1,Normal
creative process illustrated check book link sxsw,Neutral,,Other,7,0,Normal
ill livetweeting sxsw panel google marissa mayer present starting follow along using suxsw hashtag,Neutral,Google,Google,14,0,Normal
theyre giving away ipad x box book sxsw techenvy,Positive,iPad,Apple,9,1,Normal
netflix iphone app built ridiculous deadline big mistake tech part agree sxsw,Negative,iPad or iPhone App,Apple,12,1,High (Alert)
realized yoyou really talk dog using ipad facetime sxsw,Neutral,Apple,Apple,9,1,Normal
met jared android meetup sxsw big android fan link,Positive,Android,Google,9,1,Normal
jc penney location google map point stuff store guy claim sxsw,Neutral,Google,Google,11,0,Normal
jealous love apple store sxsw,Positive,Apple,Apple,5,1,Normal
google j implementation pacman game logic really cool seereally neat original game code recreated j sxsw,Positive,Google,Google,16,0,Normal
arrived gsdm google sxsw industry party austin tx,Neutral,Google,Google,8,0,Normal
blogged meeting earlier link thanks interesting insight sxsw,Neutral,,Other,8,0,Normal
checking iphone app nice check link fun sxsw,Positive,iPad or iPhone App,Apple,8,1,Normal
found apple opening popup shop dt austin hoping camp w sxsw,Neutral,Apple,Apple,11,1,Normal
gave great minute preso designing android mccannsxsw sxsw,Positive,Android,Google,8,1,Normal
google google circle new social network concept originally rumored b released sxsw day soon,Neutral,Google,Google,14,0,Normal
got ipad sxsw apple store thank yoyou much,Positive,iPad,Apple,8,1,Normal
got sxsw go iphone app link,Positive,iPad or iPhone App,Apple,6,1,Normal
saw yoyou lax im heading sxsw yoyou wife iphone ipad download app freespeech,Positive,iPad or iPhone App,Apple,13,1,Normal
started using android app totally killer service think youll huge sxsw hope server ready,Positive,Android App,Google,14,1,Normal
synced ipadto full apple joy sxsw,Positive,iPad,Apple,6,1,Normal
html tshirt google saying easeljs favorite canvas library sxsw thanks brah,Positive,Google,Google,11,0,Normal
great link rt link edchat musedchat sxsw sxswi classical newtwitter,Neutral,,Other,10,0,Normal
great talk google doodle end hand printed signed doodle sxsw link,Positive,Google,Google,11,0,Normal
launchrock vencorps want give k best startup sxsw link,Neutral,,Other,9,0,Normal
weinschenk bankinnovation next battle going happen apple google verizon att great point totally agree sxsw,Positive,Google,Google,15,1,Normal
get look sxsw rumored apple popup store austin link,Neutral,Apple,Apple,9,1,Normal
get look sxsw rumored apple popup store austin link via,Neutral,Apple,Apple,10,1,Normal
get look sxsw rumored apple popup store link apple applestore ipadto sxsw,Neutral,Apple,Apple,12,1,Normal
get look sxsw rumored apple popup store link sxsw apple,Neutral,Apple,Apple,10,1,Normal
togb black att stock yes sxsw ipadto austin apple,Positive,iPad,Apple,9,1,Normal
sxsw talk ipad design great example insight picking copy book link,Positive,iPad,Apple,11,1,Normal
great talk game mechanic cant make good make red cant make red make big sxsw,Neutral,,Other,15,0,Normal
sxsw look blue hair ive got free android phone info sticker allhat,Positive,Google,Google,12,1,Normal
great talk designing good tapworthy ipad apps may actually pick book sxsw,Positive,iPad or iPhone App,Apple,12,1,Normal
hollrback released sxsw iphone user grab app hollrbackcom,Positive,iPad or iPhone App,Apple,8,1,Normal
launchrock launching ipad sky grab sxsw click find location launch link via,Neutral,Apple,Apple,12,1,Normal
launchrock launching ipod ipad sky grab sxsw join find location launch link via,Neutral,Apple,Apple,13,1,Normal
first talk day ipad design headache sxsw,Negative,iPad,Apple,7,1,Medium (Monitor)
sneak peak google exhibit sxsw trade show link,Neutral,Google,Google,8,0,Normal
great talk using game mechanic get user engagement google rocked sxsw,Positive,Google,Google,11,0,Normal
come check ipad app demo arm sxswparty mon link sxsw sxswto,Positive,Apple,Apple,11,1,Normal
tech check podcast sxsw android pass blackberry big twitter fail link sxsw cnn,Positive,Google,Google,13,1,Normal
tech check podcast south southwest android pass blackberry big twitter fail link sxsw cnn,Positive,Android,Google,14,1,Normal
twoweek popup apple store downtown austin time sxsw ipadto cool,Positive,iPad,Apple,10,1,Normal
first book purchased new ipad thank yoyou economy cannot wait crushit afternoon sxsw tye,Positive,iPad,Apple,14,1,Normal
cto check head link code valid top infektd sxsw cvdc,Neutral,,Other,10,0,Normal
josh clark hate ipad back button heat million sun tapworthy sxsw,Negative,iPad,Apple,11,1,High (Alert)
josh clark ipad ui talk fabulous full objective critique insightful suggestion link sxsw,Positive,iPad,Apple,13,1,Normal
join link starting tonight person friend city end sxsw festival win ipad,Neutral,Apple,Apple,12,1,Normal
join link friend ur city end sxsw win ipad cmon help chng world,Positive,iPad,Apple,13,1,Normal
hannukah miracle morning uncharged iphone still battery sxsw,Positive,iPhone,Apple,8,1,Normal
google take google circle may announced today sxsw third try socialnetworking link,Neutral,Google,Google,12,0,Normal
feel like badass gave free drink sxsw,Neutral,,Other,7,0,Normal
sound like job sxsw rt detail new bomb iphone app would love early adopter link,Positive,iPad or iPhone App,Apple,15,1,Normal
sound like job sxsw detail new bomb iphone app would love early ado link,Positive,iPad or iPhone App,Apple,14,1,Normal
sound like buzz rebranded wan inner circle rt google launch new social network circle link sxsw,Positive,Google,Google,16,0,Normal
feel like harry dumbanddumber sxsw panel google peep understandinghumans,Neutral,Google,Google,9,0,Normal
feel like im apple commercial waiting line fly sxsw,Neutral,Apple,Apple,9,1,Normal
cannot take hand iphone even charging zero juice left appleaddiction sxsw,Positive,iPhone,Apple,11,1,Normal
